customer_id,age,gender,category,season,location,item_purchased,store_visits_per_month,total_spending,online_shopping,membership_duration,discount_usage,preferred_payment_method,days_since_last_purchase,loyalty_points,average_basket_size,annual_income,purchase_frequency,preferred_product_category,satisfaction_score,cross_channel_shopping
881,39,Male,Accessories,Spring,Nevada,Backpack,3,3309,No,21,9,Credit Card,14,42,2,90323,2,Accessories,2.06,TRUE
882,52,Male,Footwear,Summer,South Carolina,Sandals,11,2044,No,6,5,Credit Card,30,0,5,81457,5,Footwear,3.64,TRUE
883,50,Male,Footwear,Fall,Virginia,Boots,8,4427,No,8,3,Debit Card,3,40,7,47404,5,Accessories,4.77,FALSE
884,28,Male,Footwear,Fall,Pennsylvania,Sneakers,8,3703,Yes,1,6,Debit Card,30,53,5,69211,8,Outerwear,4.03,FALSE
885,67,Male,Clothing,Winter,Hawaii,Skirt,15,5814,No,9,7,Credit Card,12,6,3,118505,7,Outerwear,1.01,TRUE
886,41,Male,Clothing,Fall,Ohio,Dress,18,4310,Yes,9,9,Credit Card,11,35,9,89105,2,Footwear,1.61,TRUE
887,19,Male,Clothing,Summer,Utah,Shorts,4,8047,No,3,2,Cash,11,66,6,93820,9,Accessories,1.58,FALSE
888,70,Male,Accessories,Winter,Minnesota,Handbag,12,8860,No,13,2,Credit Card,8,33,6,38301,4,Outerwear,2.68,FALSE
889,49,Male,Accessories,Spring,New Hampshire,Scarf,20,7588,No,16,4,Credit Card,19,40,6,84349,6,Outerwear,2.3,TRUE
890,59,Male,Accessories,Fall,Arizona,Belt,20,3441,Yes,23,8,Debit Card,16,15,8,35242,8,Outerwear,2.52,FALSE
891,52,Male,Accessories,Spring,New York,Gloves,13,243,No,14,4,Credit Card,17,15,9,70120,5,Accessories,1.25,FALSE
892,20,Male,Clothing,Summer,Pennsylvania,Skirt,14,9404,Yes,9,6,Mobile Wallet,29,20,7,99535,2,Footwear,2.34,FALSE
893,31,Male,Clothing,Summer,New Mexico,Shorts,15,136,No,16,6,Credit Card,14,80,9,106049,1,Accessories,2.91,TRUE
894,33,Male,Accessories,Spring,Nebraska,Backpack,17,8241,No,3,7,Mobile Wallet,9,68,6,72313,5,Accessories,2,TRUE
895,44,Male,Clothing,Spring,Wyoming,Hoodie,13,7720,No,11,10,Debit Card,24,62,4,105134,10,Outerwear,3.88,TRUE
896,40,Male,Accessories,Spring,Mississippi,Hat,15,4481,No,19,3,Cash,7,91,9,61263,4,Outerwear,4.54,FALSE
897,69,Male,Accessories,Spring,Arkansas,Jewelry,6,858,No,16,6,Credit Card,10,1,4,67038,7,Accessories,3.51,FALSE
898,29,Male,Clothing,Spring,Illinois,Shirt,5,7442,No,24,2,Cash,12,6,4,49323,6,Outerwear,3.07,TRUE
899,54,Male,Accessories,Spring,Nevada,Belt,3,2594,Yes,8,6,Debit Card,26,60,6,63815,4,Outerwear,1.82,FALSE
900,65,Male,Clothing,Summer,Rhode Island,Sweater,17,8144,Yes,3,2,Debit Card,14,23,5,84795,8,Clothing,3.13,TRUE
901,54,Male,Accessories,Fall,West Virginia,Hat,15,2054,Yes,2,5,Mobile Wallet,24,65,7,76840,4,Clothing,3.91,FALSE
902,60,Male,Accessories,Summer,Missouri,Scarf,17,9791,No,4,10,Debit Card,17,5,4,95441,8,Footwear,3.12,FALSE
903,43,Male,Accessories,Summer,Kentucky,Hat,2,8880,Yes,21,9,Credit Card,1,67,5,51795,8,Footwear,2.94,TRUE
904,44,Male,Outerwear,Winter,Washington,Jacket,13,8878,No,18,10,Cash,23,6,3,47977,8,Clothing,3.47,FALSE
905,69,Male,Clothing,Spring,Alaska,T-shirt,5,7431,Yes,3,8,Debit Card,25,95,8,79427,10,Clothing,4.14,TRUE
906,46,Male,Clothing,Spring,Mississippi,Dress,4,7145,Yes,21,8,Cash,17,35,2,32785,4,Footwear,3.52,FALSE
907,41,Male,Clothing,Spring,South Carolina,Pants,7,3963,No,17,5,Mobile Wallet,13,98,2,50702,1,Accessories,3.2,TRUE
908,32,Male,Clothing,Winter,Missouri,Sweater,15,1133,No,21,9,Credit Card,12,74,2,42294,10,Accessories,2.48,FALSE
909,26,Male,Accessories,Winter,New Jersey,Sunglasses,5,2913,No,7,10,Cash,25,60,1,82257,6,Accessories,2.29,TRUE
910,61,Male,Accessories,Fall,Louisiana,Belt,20,3196,Yes,7,5,Debit Card,24,89,5,43307,3,Accessories,4.96,FALSE
911,49,Male,Clothing,Spring,South Carolina,Hoodie,5,1161,No,20,9,Credit Card,22,0,1,89521,4,Clothing,3.21,TRUE
912,53,Male,Clothing,Winter,Vermont,Pants,9,4741,No,14,5,Debit Card,11,12,6,61261,8,Footwear,2.94,TRUE
913,24,Male,Clothing,Winter,Arkansas,Hoodie,13,8315,Yes,11,8,Credit Card,10,59,10,57653,2,Accessories,2.31,TRUE
914,37,Male,Footwear,Fall,Utah,Sneakers,17,2846,Yes,16,4,Debit Card,24,17,10,73397,9,Footwear,3.28,FALSE
915,43,Male,Clothing,Summer,Washington,Dress,10,9968,No,10,7,Cash,23,57,9,73635,9,Outerwear,2.37,FALSE
916,31,Male,Clothing,Winter,Rhode Island,Dress,12,2922,No,9,1,Credit Card,5,13,2,113422,9,Clothing,4,FALSE
917,49,Male,Clothing,Spring,Illinois,Jeans,4,1668,No,6,9,Debit Card,13,71,3,56997,5,Accessories,4.29,FALSE
918,69,Male,Clothing,Spring,Missouri,Sweater,9,4642,No,24,10,Credit Card,2,24,2,52334,4,Clothing,3.12,FALSE
919,65,Male,Clothing,Spring,North Carolina,Shorts,19,5183,Yes,17,3,Cash,29,64,4,65864,2,Footwear,2.62,TRUE
920,41,Male,Clothing,Winter,Massachusetts,Shirt,12,7690,No,19,8,Debit Card,22,77,3,103203,6,Accessories,4.71,TRUE
921,37,Male,Accessories,Summer,Arkansas,Belt,6,269,No,6,6,Cash,20,57,9,113354,1,Clothing,3.39,FALSE
922,70,Male,Outerwear,Summer,South Dakota,Coat,10,5483,Yes,1,4,Cash,3,43,8,75089,1,Clothing,2.33,FALSE
923,63,Male,Footwear,Fall,Georgia,Sneakers,2,8015,No,8,2,Mobile Wallet,13,7,9,36950,6,Clothing,3.69,FALSE
924,55,Male,Clothing,Spring,Arkansas,Shirt,16,2152,Yes,11,10,Mobile Wallet,15,23,6,53528,3,Outerwear,4.1,TRUE
925,52,Male,Clothing,Winter,Kansas,Socks,17,1996,No,20,10,Credit Card,29,14,1,108759,3,Outerwear,1.44,FALSE
926,22,Male,Clothing,Winter,Arizona,Jeans,4,1282,No,2,1,Credit Card,13,31,8,83807,3,Accessories,1.69,FALSE
927,54,Male,Clothing,Spring,Massachusetts,Jeans,1,9661,No,4,4,Debit Card,22,28,6,118649,6,Clothing,3.42,TRUE
928,28,Male,Footwear,Summer,New Mexico,Sneakers,16,2564,No,6,8,Cash,1,58,7,53158,8,Accessories,2.39,TRUE
929,67,Male,Clothing,Winter,Arkansas,Dress,9,4733,No,4,6,Debit Card,3,77,10,64631,10,Accessories,3.62,TRUE
930,59,Male,Footwear,Fall,Nebraska,Boots,13,8050,No,18,5,Mobile Wallet,6,4,4,65899,2,Clothing,3.3,TRUE
931,26,Male,Clothing,Fall,Hawaii,T-shirt,18,7060,No,13,8,Mobile Wallet,16,22,9,87043,9,Footwear,2.36,FALSE
932,24,Male,Outerwear,Winter,Nebraska,Coat,7,6791,Yes,18,3,Mobile Wallet,18,40,10,89969,5,Outerwear,3.84,FALSE
933,62,Male,Clothing,Winter,Indiana,Skirt,1,3086,No,8,6,Credit Card,6,25,8,32779,8,Clothing,3.49,FALSE
934,70,Male,Footwear,Spring,Colorado,Sneakers,19,7576,No,7,10,Credit Card,27,34,9,66658,8,Clothing,3.75,FALSE
935,45,Male,Clothing,Spring,Oregon,Jeans,6,6551,No,2,2,Cash,5,32,4,84188,3,Accessories,3.95,FALSE
936,58,Male,Clothing,Fall,Ohio,Hoodie,1,9673,No,16,1,Mobile Wallet,23,7,1,115633,2,Accessories,4.93,TRUE
937,31,Male,Footwear,Summer,Maine,Shoes,13,4552,Yes,17,6,Cash,11,57,6,67994,1,Accessories,2.32,TRUE
938,32,Male,Clothing,Summer,Iowa,Shorts,20,8243,No,13,6,Mobile Wallet,8,0,9,74298,1,Footwear,2.69,FALSE
939,36,Male,Clothing,Fall,Wisconsin,Blouse,19,4567,Yes,1,6,Credit Card,12,79,1,36401,7,Clothing,3.9,TRUE
940,25,Male,Clothing,Winter,New York,T-shirt,12,6082,No,24,8,Cash,2,58,5,107632,4,Outerwear,1.29,FALSE
941,48,Male,Accessories,Spring,Colorado,Belt,2,5481,Yes,21,5,Debit Card,4,60,7,104464,8,Accessories,2.19,TRUE
942,39,Male,Accessories,Winter,Illinois,Handbag,14,4306,No,4,10,Cash,7,90,1,112183,8,Clothing,2.46,FALSE
943,26,Male,Clothing,Winter,Arizona,Dress,6,348,Yes,11,10,Cash,25,98,5,47654,6,Accessories,4.85,TRUE
944,32,Male,Accessories,Winter,Oklahoma,Hat,16,9751,No,22,7,Credit Card,29,28,5,72260,2,Accessories,2.24,TRUE
945,54,Male,Accessories,Spring,Indiana,Belt,18,6682,No,16,6,Credit Card,24,99,7,88394,10,Outerwear,4.15,TRUE
946,38,Male,Footwear,Summer,Minnesota,Boots,19,5520,No,23,9,Mobile Wallet,27,69,4,34559,1,Footwear,1.57,TRUE
947,46,Male,Outerwear,Spring,Pennsylvania,Coat,2,5164,Yes,6,2,Debit Card,13,89,3,53834,7,Clothing,4.76,TRUE
948,57,Male,Clothing,Winter,Indiana,Blouse,13,1316,No,20,9,Mobile Wallet,10,9,5,56106,9,Clothing,2.95,FALSE
949,49,Male,Accessories,Summer,Alabama,Hat,9,5776,No,21,1,Debit Card,21,94,10,104914,9,Clothing,2.45,TRUE
950,33,Male,Clothing,Summer,Montana,Jeans,18,9653,No,21,5,Debit Card,28,57,4,47660,10,Accessories,4.11,TRUE
951,54,Male,Accessories,Winter,New Mexico,Backpack,12,8304,Yes,3,1,Cash,6,40,2,87578,9,Accessories,3.27,TRUE
952,47,Male,Clothing,Summer,Alaska,Dress,13,1831,Yes,15,7,Mobile Wallet,3,19,9,57662,7,Accessories,4.56,FALSE
953,36,Male,Accessories,Fall,Idaho,Hat,17,9547,No,21,7,Cash,29,49,9,64263,1,Footwear,2.53,FALSE
954,68,Male,Accessories,Spring,Utah,Sunglasses,15,2046,No,3,5,Debit Card,19,26,3,68120,9,Clothing,1.73,TRUE
955,60,Male,Accessories,Fall,Louisiana,Hat,12,7894,No,7,6,Debit Card,16,4,3,46402,4,Accessories,1.98,FALSE
956,55,Male,Clothing,Summer,Mississippi,Dress,7,4472,Yes,5,6,Cash,2,66,10,55805,6,Clothing,2.96,TRUE
957,29,Male,Clothing,Spring,Mississippi,Shirt,10,5945,Yes,10,3,Cash,3,70,7,102074,10,Clothing,4.38,TRUE
958,38,Male,Accessories,Spring,Indiana,Scarf,6,2851,Yes,16,2,Credit Card,13,92,7,53499,3,Accessories,4.9,TRUE
959,70,Male,Footwear,Winter,Washington,Sneakers,4,5042,Yes,6,8,Debit Card,6,92,2,111104,10,Footwear,2.22,TRUE
960,36,Male,Clothing,Spring,Nevada,Skirt,16,585,Yes,14,10,Mobile Wallet,2,4,2,46557,7,Clothing,4.15,FALSE
961,18,Male,Accessories,Spring,Louisiana,Jewelry,9,233,Yes,8,6,Mobile Wallet,25,28,3,100437,3,Accessories,4.74,FALSE
962,62,Male,Footwear,Fall,Pennsylvania,Boots,12,7141,No,20,10,Cash,27,88,4,76086,6,Outerwear,1.68,FALSE
963,29,Male,Accessories,Spring,Michigan,Sunglasses,10,4487,Yes,5,5,Debit Card,28,96,4,93071,9,Outerwear,1.17,FALSE
964,21,Male,Footwear,Spring,South Carolina,Boots,6,3153,No,21,4,Mobile Wallet,5,36,9,110768,5,Accessories,1.06,FALSE
965,42,Male,Footwear,Spring,Arizona,Sandals,8,4921,No,12,4,Debit Card,15,60,1,118371,6,Clothing,3.11,TRUE
966,43,Male,Footwear,Spring,Delaware,Boots,6,7230,No,17,9,Mobile Wallet,7,74,8,56450,2,Clothing,1.16,TRUE
967,58,Male,Clothing,Spring,Kentucky,Dress,9,5086,Yes,19,2,Credit Card,6,68,2,92406,8,Outerwear,3.89,FALSE
968,27,Male,Clothing,Summer,Georgia,Hoodie,11,5723,No,17,9,Cash,2,87,9,106118,8,Accessories,2.15,TRUE
969,57,Male,Clothing,Summer,North Carolina,Shorts,9,623,Yes,21,2,Cash,24,6,9,82991,5,Clothing,3.96,FALSE
970,40,Male,Outerwear,Fall,California,Coat,15,5188,No,9,10,Credit Card,18,8,10,58229,6,Clothing,3.27,TRUE
971,45,Male,Clothing,Winter,California,Jeans,11,7632,Yes,21,6,Mobile Wallet,28,87,8,84660,1,Footwear,1.97,TRUE
972,47,Male,Accessories,Summer,Indiana,Sunglasses,19,9894,No,13,9,Credit Card,23,0,7,70231,10,Clothing,4.7,TRUE
973,61,Male,Footwear,Winter,Colorado,Sneakers,2,6532,Yes,3,8,Cash,21,50,9,43023,2,Clothing,3.33,TRUE
974,60,Male,Outerwear,Fall,Colorado,Jacket,18,786,No,14,7,Credit Card,13,79,6,96872,10,Outerwear,3.9,TRUE
975,69,Male,Clothing,Spring,North Carolina,Skirt,10,7087,No,4,8,Mobile Wallet,19,17,5,109578,3,Footwear,2.3,TRUE
976,58,Male,Clothing,Summer,Washington,Sweater,19,2522,Yes,8,3,Mobile Wallet,26,63,7,63399,4,Footwear,4.7,TRUE
977,34,Male,Clothing,Fall,Florida,T-shirt,20,8631,Yes,21,3,Credit Card,6,76,7,69186,4,Footwear,3.22,FALSE
978,20,Male,Accessories,Spring,Washington,Belt,6,2756,Yes,14,2,Cash,30,91,10,96753,2,Accessories,1.94,FALSE
979,56,Male,Accessories,Summer,Colorado,Gloves,6,6043,Yes,10,1,Mobile Wallet,3,95,1,116629,9,Accessories,4.63,FALSE
980,64,Male,Accessories,Fall,New Hampshire,Hat,18,6955,No,4,3,Debit Card,30,67,5,36328,3,Clothing,2.83,FALSE
981,56,Male,Footwear,Spring,Maryland,Boots,9,5719,No,1,4,Credit Card,26,24,6,115122,2,Clothing,3.98,TRUE
982,27,Male,Accessories,Spring,Maryland,Belt,4,8976,No,10,3,Credit Card,8,29,2,57421,8,Clothing,4.52,TRUE
983,35,Male,Outerwear,Summer,Texas,Coat,19,1948,Yes,10,2,Debit Card,22,19,8,98502,6,Clothing,2.63,FALSE
984,24,Male,Accessories,Winter,New Mexico,Hat,3,7287,Yes,21,3,Credit Card,22,23,7,77386,4,Clothing,3.21,TRUE
985,26,Male,Footwear,Summer,Utah,Shoes,1,3852,No,22,8,Cash,26,34,1,50143,2,Footwear,1.57,FALSE
986,32,Male,Accessories,Fall,West Virginia,Handbag,4,3905,No,20,4,Cash,15,46,6,74546,10,Outerwear,3.03,FALSE
987,54,Male,Accessories,Spring,Connecticut,Scarf,4,2447,No,17,6,Mobile Wallet,14,5,10,66726,1,Clothing,4.15,FALSE
988,62,Male,Accessories,Summer,West Virginia,Handbag,18,6639,No,15,5,Credit Card,11,95,1,104291,7,Accessories,2.27,FALSE
989,50,Male,Clothing,Winter,Ohio,Pants,1,2588,No,22,8,Mobile Wallet,23,28,2,101222,5,Footwear,4.33,FALSE
990,70,Male,Footwear,Spring,Texas,Shoes,2,9743,No,3,1,Debit Card,18,49,3,32647,1,Accessories,3.04,FALSE
991,48,Male,Accessories,Spring,Washington,Sunglasses,11,4366,No,17,10,Debit Card,8,79,10,98548,7,Outerwear,3.08,TRUE
992,20,Male,Clothing,Spring,Wisconsin,Shorts,14,9496,No,10,4,Cash,9,21,9,99729,6,Footwear,2.88,FALSE
993,46,Male,Outerwear,Winter,Louisiana,Jacket,6,9503,No,19,4,Debit Card,25,34,7,71251,3,Accessories,1.91,FALSE
994,51,Male,Footwear,Winter,Iowa,Sandals,15,1812,No,1,1,Cash,17,87,6,96630,6,Accessories,4.97,TRUE
995,53,Male,Footwear,Fall,New York,Shoes,3,7763,No,8,1,Credit Card,27,58,1,97537,4,Clothing,1.12,TRUE
996,44,Male,Accessories,Spring,Idaho,Jewelry,8,2087,Yes,16,6,Mobile Wallet,26,27,4,83085,5,Clothing,3.86,FALSE
997,29,Male,Footwear,Summer,Delaware,Sandals,10,9389,Yes,8,5,Debit Card,15,88,8,89729,4,Accessories,3.03,TRUE
998,64,Male,Clothing,Spring,Kentucky,Pants,19,4520,Yes,3,3,Debit Card,9,1,7,46890,5,Accessories,3.27,FALSE
999,51,Male,Footwear,Spring,Connecticut,Shoes,9,7458,Yes,19,4,Mobile Wallet,14,3,5,33620,2,Clothing,1.37,TRUE
1000,50,Male,Clothing,Spring,New Mexico,Socks,20,7161,Yes,7,8,Debit Card,30,54,6,34012,9,Footwear,2.04,TRUE
1001,43,Male,Clothing,Winter,Georgia,Socks,18,9506,Yes,16,10,Cash,15,30,8,64893,9,Outerwear,4,FALSE
1002,61,Male,Clothing,Fall,Washington,Dress,3,8612,Yes,8,3,Credit Card,15,98,8,74442,3,Footwear,2.93,FALSE
1003,55,Male,Footwear,Spring,North Dakota,Shoes,10,4296,No,15,5,Debit Card,9,97,10,72229,4,Outerwear,1.48,FALSE
1004,56,Male,Accessories,Fall,Ohio,Hat,6,6435,No,19,10,Debit Card,21,47,5,93854,9,Accessories,1.62,TRUE
1005,33,Male,Accessories,Summer,Tennessee,Backpack,17,987,Yes,3,2,Debit Card,26,47,4,92510,7,Accessories,2.31,FALSE
1006,43,Male,Accessories,Winter,New York,Backpack,16,676,Yes,15,8,Debit Card,1,77,2,104237,2,Outerwear,1.86,FALSE
1007,21,Male,Clothing,Summer,Michigan,Pants,13,192,Yes,3,3,Credit Card,13,22,3,112700,9,Clothing,4.27,TRUE
1008,58,Male,Accessories,Spring,Georgia,Gloves,8,3377,Yes,8,6,Mobile Wallet,1,7,8,104378,6,Clothing,4.47,TRUE
1009,41,Male,Accessories,Spring,New Mexico,Scarf,12,7586,No,19,4,Debit Card,26,8,3,94389,8,Clothing,3.44,FALSE
1010,39,Male,Clothing,Summer,Louisiana,Hoodie,13,6632,No,6,2,Debit Card,29,84,3,66824,5,Footwear,4.03,TRUE
1011,54,Male,Clothing,Spring,South Dakota,Jeans,11,8879,Yes,12,9,Mobile Wallet,9,4,9,106768,1,Accessories,3.21,FALSE
1012,43,Male,Accessories,Spring,Montana,Backpack,15,9176,Yes,16,3,Debit Card,27,32,9,36828,3,Outerwear,1.39,TRUE
1013,28,Male,Footwear,Summer,New Mexico,Sandals,15,8843,No,22,5,Mobile Wallet,28,77,3,82547,9,Clothing,2.32,TRUE
1014,59,Male,Accessories,Summer,South Carolina,Belt,3,8743,Yes,6,8,Cash,23,37,2,72649,3,Footwear,3.08,FALSE
1015,28,Male,Footwear,Summer,Ohio,Shoes,3,1730,No,24,8,Mobile Wallet,16,24,8,38154,2,Clothing,4.27,FALSE
1016,68,Male,Accessories,Summer,North Carolina,Gloves,17,8823,Yes,12,2,Mobile Wallet,6,28,5,57382,10,Clothing,3.24,TRUE
1017,20,Male,Accessories,Summer,Idaho,Belt,17,5152,Yes,4,2,Cash,14,71,10,34025,6,Outerwear,3.89,FALSE
1018,21,Male,Outerwear,Fall,Oklahoma,Jacket,17,8993,No,9,7,Debit Card,1,64,6,62409,2,Clothing,4.43,FALSE
1019,50,Male,Clothing,Spring,Georgia,Dress,6,333,Yes,21,10,Mobile Wallet,29,85,9,68922,7,Footwear,4.76,TRUE
1020,32,Male,Clothing,Winter,Kentucky,Shirt,15,7574,No,7,2,Debit Card,19,26,1,60658,9,Footwear,4.94,FALSE
1021,24,Male,Accessories,Fall,Delaware,Scarf,1,3572,Yes,22,4,Cash,22,82,4,95704,5,Accessories,4.98,FALSE
1022,55,Male,Outerwear,Winter,Massachusetts,Coat,17,3807,No,23,2,Mobile Wallet,19,68,6,116013,5,Outerwear,1.97,FALSE
1023,61,Male,Accessories,Winter,Nebraska,Handbag,14,5717,Yes,14,1,Mobile Wallet,30,97,9,59417,5,Accessories,2.39,FALSE
1024,61,Male,Accessories,Winter,Maine,Sunglasses,5,7601,Yes,4,3,Credit Card,11,74,6,113224,9,Outerwear,2.23,TRUE
1025,28,Male,Clothing,Summer,Pennsylvania,T-shirt,16,2419,No,2,4,Mobile Wallet,1,47,5,109275,10,Accessories,2.94,FALSE
1026,60,Male,Clothing,Winter,Nebraska,Shirt,12,3284,No,21,9,Debit Card,1,46,2,86131,6,Footwear,3.61,FALSE
1027,49,Male,Accessories,Winter,Virginia,Handbag,2,6355,Yes,5,3,Credit Card,19,28,9,83774,10,Footwear,1.25,FALSE
1028,33,Male,Accessories,Summer,Ohio,Jewelry,12,1108,Yes,7,7,Cash,7,4,9,59018,10,Outerwear,4.84,TRUE
1029,45,Male,Clothing,Summer,Nebraska,Hoodie,7,7399,Yes,15,10,Credit Card,24,31,10,95845,8,Accessories,4.03,FALSE
1030,29,Male,Accessories,Spring,Ohio,Gloves,4,6313,No,21,6,Cash,20,65,4,76946,6,Accessories,1.86,TRUE
1031,58,Male,Outerwear,Winter,Kentucky,Coat,13,6886,Yes,21,1,Mobile Wallet,3,47,10,96944,4,Clothing,2.36,FALSE
1032,22,Male,Footwear,Spring,Tennessee,Sandals,6,2810,No,22,3,Debit Card,13,49,8,64462,7,Accessories,3.66,TRUE
1033,55,Male,Footwear,Fall,Maine,Boots,1,2768,No,12,7,Credit Card,27,26,2,116195,7,Clothing,2.6,FALSE
1034,19,Male,Clothing,Spring,Montana,Pants,19,2676,No,15,7,Debit Card,24,19,4,40973,6,Outerwear,2.58,TRUE
1035,68,Male,Clothing,Fall,Maryland,Socks,13,2014,Yes,20,6,Cash,10,4,7,60505,1,Outerwear,1.68,TRUE
1036,61,Male,Clothing,Fall,Georgia,Blouse,7,4210,No,3,2,Debit Card,1,24,9,116809,9,Outerwear,5,FALSE
1037,68,Male,Accessories,Fall,Hawaii,Handbag,10,8717,No,20,1,Mobile Wallet,16,25,2,51416,5,Accessories,1.22,FALSE
1038,52,Male,Accessories,Spring,Rhode Island,Jewelry,14,2701,Yes,9,10,Credit Card,19,28,1,105458,9,Accessories,3.66,FALSE
1039,41,Male,Clothing,Fall,Nebraska,Pants,9,5844,No,8,10,Credit Card,16,79,8,62248,3,Clothing,1.51,TRUE
1040,29,Male,Accessories,Fall,Michigan,Belt,3,725,No,19,5,Mobile Wallet,15,54,7,85825,4,Clothing,1.75,TRUE
1041,68,Male,Clothing,Fall,North Carolina,Jeans,8,3230,Yes,22,10,Debit Card,2,83,10,36296,2,Outerwear,3.69,TRUE
1042,36,Male,Clothing,Summer,Minnesota,Shirt,5,768,Yes,1,1,Cash,17,24,3,38723,1,Footwear,1.69,TRUE
1043,55,Male,Accessories,Spring,Maryland,Belt,19,4329,Yes,21,10,Mobile Wallet,14,12,7,94056,7,Clothing,3.2,TRUE
1044,28,Male,Clothing,Spring,Hawaii,Jeans,15,6620,Yes,21,7,Credit Card,5,62,1,80726,7,Clothing,4.04,FALSE
1045,39,Male,Clothing,Summer,Oregon,Jeans,5,3333,Yes,8,2,Mobile Wallet,19,44,8,64523,6,Outerwear,2.99,TRUE
1046,54,Male,Clothing,Fall,New Mexico,Sweater,12,5928,No,7,3,Cash,10,96,10,76789,3,Clothing,2.53,TRUE
1047,40,Male,Footwear,Winter,Illinois,Sneakers,1,8905,Yes,8,4,Mobile Wallet,26,20,7,107098,2,Accessories,1.7,FALSE
1048,31,Male,Clothing,Fall,Utah,Socks,12,5942,No,14,7,Mobile Wallet,15,96,10,48390,3,Clothing,1.55,FALSE
1049,30,Male,Clothing,Fall,Maine,Socks,11,2612,No,6,6,Mobile Wallet,23,82,7,102550,9,Clothing,2.92,TRUE
1050,45,Male,Accessories,Fall,Virginia,Sunglasses,17,2769,No,9,6,Cash,1,59,7,96165,6,Footwear,4.6,TRUE
1051,48,Male,Footwear,Winter,Florida,Sneakers,17,4801,Yes,21,6,Debit Card,29,59,7,50518,6,Clothing,1.88,FALSE
1052,45,Male,Clothing,Fall,Ohio,Socks,7,1209,No,21,2,Mobile Wallet,7,14,8,57096,3,Clothing,2.01,FALSE
1053,60,Male,Footwear,Fall,Virginia,Shoes,10,3120,No,8,1,Mobile Wallet,21,80,4,115075,1,Accessories,3.72,TRUE
1054,59,Male,Clothing,Spring,Kansas,Blouse,6,1747,Yes,6,3,Credit Card,22,37,4,64278,4,Clothing,2.44,TRUE
1055,18,Male,Clothing,Winter,Arkansas,Shorts,11,2685,No,3,7,Credit Card,21,87,8,112782,10,Clothing,4.9,TRUE
1056,70,Male,Outerwear,Spring,Massachusetts,Jacket,18,1448,No,5,4,Mobile Wallet,15,45,6,55719,8,Clothing,2.5,TRUE
1057,20,Male,Clothing,Winter,Idaho,Sweater,7,7866,No,4,4,Debit Card,9,2,4,44090,1,Outerwear,3.04,TRUE
1058,65,Male,Outerwear,Spring,Wisconsin,Jacket,18,6887,No,22,9,Credit Card,16,40,9,77279,1,Accessories,2.43,FALSE
1059,29,Male,Accessories,Summer,New Mexico,Scarf,19,6678,Yes,3,9,Debit Card,21,86,7,85011,2,Accessories,2.92,TRUE
1060,22,Male,Outerwear,Winter,North Carolina,Jacket,20,9378,No,11,3,Cash,5,50,7,90383,2,Accessories,1.1,TRUE
1061,27,Male,Clothing,Summer,Iowa,Sweater,17,5554,No,1,1,Mobile Wallet,8,81,6,70294,3,Outerwear,4.68,FALSE
1062,36,Male,Outerwear,Summer,Idaho,Coat,7,7937,No,3,5,Mobile Wallet,12,22,7,37605,8,Outerwear,3.81,FALSE
1063,59,Male,Footwear,Fall,Ohio,Boots,16,221,Yes,10,10,Cash,16,91,2,84055,2,Outerwear,1.96,TRUE
1064,62,Male,Clothing,Summer,Alabama,Hoodie,8,2914,Yes,23,3,Cash,21,23,1,99531,4,Footwear,3.75,FALSE
1065,34,Male,Accessories,Spring,Wyoming,Hat,20,1639,No,18,8,Credit Card,21,81,5,65210,9,Accessories,1.41,TRUE
1066,59,Male,Clothing,Spring,Alabama,T-shirt,8,4848,Yes,21,3,Cash,13,57,5,30099,5,Outerwear,3.83,TRUE
1067,49,Male,Outerwear,Winter,Mississippi,Coat,4,1559,No,7,5,Mobile Wallet,6,17,8,105467,2,Clothing,4.34,TRUE
1068,18,Male,Clothing,Summer,Pennsylvania,Dress,11,9374,No,16,10,Cash,20,4,8,57391,8,Clothing,1.69,FALSE
1069,55,Male,Clothing,Fall,Wyoming,Shirt,18,7079,No,4,4,Cash,17,50,9,42667,6,Footwear,4.06,FALSE
1070,38,Male,Clothing,Fall,Maryland,Skirt,20,8787,Yes,12,4,Mobile Wallet,29,7,4,57182,10,Outerwear,1.75,TRUE
1071,50,Male,Accessories,Summer,North Carolina,Jewelry,10,5394,Yes,7,6,Mobile Wallet,23,54,3,43179,9,Footwear,1.14,FALSE
1072,61,Male,Accessories,Summer,Pennsylvania,Hat,6,6465,No,10,8,Mobile Wallet,28,94,10,97149,9,Accessories,2.53,FALSE
1073,48,Male,Clothing,Fall,Idaho,Shorts,2,5552,No,6,5,Mobile Wallet,24,76,1,45947,3,Clothing,1.7,TRUE
1074,22,Male,Accessories,Spring,California,Scarf,5,3534,No,7,7,Mobile Wallet,21,49,4,43184,2,Clothing,2.3,TRUE
1075,48,Male,Accessories,Fall,Tennessee,Jewelry,2,3188,Yes,17,5,Mobile Wallet,22,50,7,62507,9,Clothing,1.89,TRUE
1076,57,Male,Accessories,Summer,Missouri,Sunglasses,11,6161,Yes,22,10,Cash,8,21,9,76110,9,Clothing,2.63,TRUE
1077,33,Male,Outerwear,Spring,North Dakota,Coat,14,1526,No,18,5,Debit Card,25,13,5,55086,9,Clothing,3.77,TRUE
